datetime,recordid,login,department,location,ClientIP,clientpublicIP,serverip,requestmethod,requestsize,responsesize,transactionsize,url,refererURL,host,urlcategory,urlsupercategory,urlclass,action,reason,respcode,useragent,threatname,threatcategory,threatclass,appname,appclass,pagerisk,filetype,dlpengine,dlpdictionaries,contenttype,proto,devicehostname,deviceowner,totaltime,cachehit
2024-03-14 03:27:11,3926,d.kim,Sales,HQ-SanFrancisco,10.12.7.23,198.51.100.127,93.184.2.104,GET,390,42619,43009,https://admin.crm-internal.com/export/customers?page=10,,admin.crm-internal.com,Business Applications,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,25,None,None,None,text/html,HTTPS,KIM-LT-07,d.kim,79,TCP_MISS
2024-03-14 03:30:09,3927,d.kim,Sales,HQ-SanFrancisco,10.12.7.23,198.51.100.128,93.184.175.63,GET,390,50754,51144,https://admin.crm-internal.com/export/customers?page=11,,admin.crm-internal.com,Business Applications,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,25,None,None,None,text/html,HTTPS,KIM-LT-08,d.kim,3,TCP_HIT
2024-03-14 03:32:41,3928,d.kim,Sales,HQ-SanFrancisco,10.12.7.23,198.51.100.129,93.184.159.55,GET,390,118111,118501,https://admin.crm-internal.com/export/customers?page=12,,admin.crm-internal.com,Business Applications,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,25,None,None,None,text/html,HTTPS,KIM-LT-09,d.kim,6,TCP_HIT
2024-03-14 03:33:24,3929,d.kim,Sales,HQ-SanFrancisco,10.12.7.23,198.51.100.130,93.184.172.128,GET,390,51772,52162,https://admin.crm-internal.com/export/customers?page=13,,admin.crm-internal.com,Business Applications,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,25,None,None,None,text/html,HTTPS,KIM-LT-10,d.kim,88,TCP_MISS
2024-03-14 03:36:42,3930,d.kim,Sales,HQ-SanFrancisco,10.12.7.23,198.51.100.131,93.184.70.185,GET,390,88773,89163,https://admin.crm-internal.com/export/customers?page=14,,admin.crm-internal.com,Business Applications,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,25,None,None,None,text/html,HTTPS,KIM-LT-11,d.kim,58,TCP_MISS
2024-03-14 03:38:14,3931,d.kim,Sales,HQ-SanFrancisco,10.12.7.23,198.51.100.132,93.184.167.123,GET,390,48217,48607,https://admin.crm-internal.com/export/customers?page=15,,admin.crm-internal.com,Business Applications,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,25,None,None,None,text/html,HTTPS,KIM-LT-12,d.kim,35,TCP_MISS
2024-03-14 03:40:02,3932,d.kim,Sales,HQ-SanFrancisco,10.12.7.23,198.51.100.133,93.184.18.143,GET,390,58900,59290,https://admin.crm-internal.com/export/customers?page=16,,admin.crm-internal.com,Business Applications,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,25,None,None,None,text/html,HTTPS,KIM-LT-13,d.kim,30,TCP_MISS
2024-03-14 03:41:53,3933,d.kim,Sales,HQ-SanFrancisco,10.12.7.23,198.51.100.134,93.184.19.97,GET,390,63144,63534,https://admin.crm-internal.com/export/customers?page=17,,admin.crm-internal.com,Business Applications,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,25,None,None,None,text/html,HTTPS,KIM-LT-14,d.kim,3,TCP_HIT
2024-03-14 08:00:10,2278,s.patel,Marketing,HQ-SanFrancisco,10.12.4.102,198.51.100.79,93.184.58.188,GET,1672,50153,51825,https://github.com/search,,github.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,PATEL-LT-39,s.patel,11,TCP_HIT
2024-03-14 08:00:33,1970,l.novak,HR,HQ-SanFrancisco,10.12.9.14,198.51.100.171,93.184.45.32,GET,424,10678,11102,https://outlook.office365.com/api/v2/items,,outlook.office365.com,Webmail,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,NOVAK-LT-11,l.novak,126,TCP_MISS
2024-03-14 08:00:35,1381,l.novak,HR,HQ-SanFrancisco,10.12.9.14,198.51.100.182,93.184.246.183,GET,529,69530,70059,https://docs.google.com/,,docs.google.com,Web Based Productivity,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,NOVAK-LT-22,l.novak,25,TCP_MISS
2024-03-14 08:01:14,1754,s.patel,Marketing,HQ-SanFrancisco,10.12.4.102,198.51.100.155,93.184.138.25,GET,2261,77258,79519,https://outlook.office365.com/api/v2/items,,outlook.office365.com,Webmail,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,PATEL-LT-35,s.patel,6,TCP_HIT
2024-03-14 08:01:28,2528,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.129,93.184.235.157,GET,407,54198,54605,https://docs.google.com/,,docs.google.com,Web Based Productivity,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,OKAFOR-LT-09,j.okafor,1,TCP_HIT
2024-03-14 08:02:21,1217,d.kim,Sales,HQ-SanFrancisco,10.12.7.23,198.51.100.18,93.184.70.183,GET,1768,44057,45825,https://stackoverflow.com/assets/app.js,,stackoverflow.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,KIM-LT-18,d.kim,85,TCP_MISS
2024-03-14 08:02:51,2825,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.26,93.184.36.102,GET,1449,51320,52769,https://docs.google.com/assets/app.js,,docs.google.com,Web Based Productivity,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,OKAFOR-LT-26,j.okafor,99,TCP_MISS
2024-03-14 08:05:10,2106,l.novak,HR,HQ-SanFrancisco,10.12.9.14,198.51.100.107,93.184.60.90,GET,357,48554,48911,https://aws.amazon.com/,,aws.amazon.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,NOVAK-LT-27,l.novak,34,TCP_MISS
2024-03-14 08:05:18,1661,s.patel,Marketing,HQ-SanFrancisco,10.12.4.102,198.51.100.62,93.184.152.227,GET,2272,13389,15661,https://salesforce.com/search,,salesforce.com,Business Applications,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,PATEL-LT-22,s.patel,4,TCP_HIT
2024-03-14 08:06:15,2975,d.kim,Sales,HQ-SanFrancisco,10.12.7.23,198.51.100.176,93.184.201.186,GET,805,0,805,https://docs.google.com/assets/app.js,,docs.google.com,Web Based Productivity,Business,Business Use,Allowed,Allowed,304,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,KIM-LT-16,d.kim,61,TCP_MISS
2024-03-14 08:06:34,2947,d.kim,Sales,HQ-SanFrancisco,10.12.7.23,198.51.100.148,93.184.161.25,GET,2306,27144,29450,https://news.ycombinator.com/api/v2/items,,news.ycombinator.com,News and Media,News,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,KIM-LT-28,d.kim,3,TCP_HIT
2024-03-14 08:06:47,1608,d.kim,Sales,HQ-SanFrancisco,10.12.7.23,198.51.100.9,93.184.239.216,GET,1964,50161,52125,https://github.com/api/v2/items,,github.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,KIM-LT-09,d.kim,148,TCP_MISS
2024-03-14 08:06:59,2386,l.novak,HR,HQ-SanFrancisco,10.12.9.14,198.51.100.187,93.184.240.62,GET,921,5560,6481,https://salesforce.com/,,salesforce.com,Business Applications,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,NOVAK-LT-27,l.novak,102,TCP_MISS
2024-03-14 08:08:34,2352,m.chen,Finance,HQ-SanFrancisco,10.12.7.88,198.51.100.153,93.184.105.237,GET,1185,39952,41137,https://slack.com/,,slack.com,Instant Messaging,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,CHEN-LT-33,m.chen,93,TCP_MISS
2024-03-14 08:08:41,2876,l.novak,HR,HQ-SanFrancisco,10.12.9.14,198.51.100.77,93.184.147.250,GET,1660,47866,49526,https://salesforce.com/,,salesforce.com,Business Applications,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,NOVAK-LT-37,l.novak,116,TCP_MISS
2024-03-14 08:09:02,1743,s.patel,Marketing,HQ-SanFrancisco,10.12.4.102,198.51.100.144,93.184.220.202,GET,349,42636,42985,https://docs.google.com/api/v2/items,,docs.google.com,Web Based Productivity,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,PATEL-LT-24,s.patel,50,TCP_MISS
2024-03-14 08:09:09,2166,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.167,93.184.182.179,GET,537,41065,41602,https://linkedin.com/search,,linkedin.com,Social Networking,Social,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,OKAFOR-LT-07,j.okafor,34,TCP_MISS
2024-03-14 08:09:56,2712,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.113,93.184.29.157,GET,2102,53527,55629,https://linkedin.com/assets/app.js,,linkedin.com,Social Networking,Social,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,OKAFOR-LT-33,j.okafor,18,TCP_MISS
2024-03-14 08:10:07,2779,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.180,93.184.230.81,GET,1402,35845,37247,https://slack.com/,,slack.com,Instant Messaging,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,OKAFOR-LT-20,j.okafor,40,TCP_MISS
2024-03-14 08:12:32,1811,s.patel,Marketing,HQ-SanFrancisco,10.12.4.102,198.51.100.12,93.184.156.190,GET,2366,37005,39371,https://linkedin.com/,,linkedin.com,Social Networking,Social,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,PATEL-LT-12,s.patel,64,TCP_MISS
2024-03-14 08:13:10,1599,m.chen,Finance,HQ-SanFrancisco,10.12.7.88,198.51.100.200,93.184.110.174,GET,534,54146,54680,https://salesforce.com/assets/app.js,,salesforce.com,Business Applications,Business,Business Use,Allowed,Blocked - Policy,403,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,CHEN-LT-40,m.chen,58,TCP_MISS
2024-03-14 08:13:37,1236,m.chen,Finance,HQ-SanFrancisco,10.12.7.88,198.51.100.37,93.184.85.14,GET,1287,8158,9445,https://aws.amazon.com/,,aws.amazon.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,CHEN-LT-37,m.chen,11,TCP_HIT
2024-03-14 08:14:23,2124,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.125,93.184.44.231,GET,1275,4838,6113,https://salesforce.com/api/v2/items,,salesforce.com,Business Applications,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,OKAFOR-LT-05,j.okafor,20,TCP_MISS
2024-03-14 08:14:59,2852,a.rivera,Engineering,HQ-SanFrancisco,10.12.4.31,198.51.100.53,93.184.235.241,GET,2311,35844,38155,https://news.ycombinator.com/,,news.ycombinator.com,News and Media,News,Business Use,Allowed,Not Found,404,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,RIVERA-LT-13,a.rivera,197,TCP_MISS
2024-03-14 08:15:33,1727,d.kim,Sales,HQ-SanFrancisco,10.12.7.23,198.51.100.128,93.184.102.66,GET,1371,34195,35566,https://github.com/assets/app.js,,github.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,KIM-LT-08,d.kim,13,TCP_HIT
2024-03-14 08:15:54,1952,m.chen,Finance,HQ-SanFrancisco,10.12.7.88,198.51.100.153,93.184.132.97,GET,1734,0,1734,https://linkedin.com/api/v2/items,,linkedin.com,Social Networking,Social,Business Use,Allowed,Allowed,304,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,CHEN-LT-33,m.chen,5,TCP_HIT
2024-03-14 08:17:04,1260,m.chen,Finance,HQ-SanFrancisco,10.12.7.88,198.51.100.61,93.184.40.94,GET,1818,73636,75454,https://outlook.office365.com/,,outlook.office365.com,Webmail,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,CHEN-LT-21,m.chen,6,TCP_HIT
2024-03-14 08:17:32,2196,m.chen,Finance,HQ-SanFrancisco,10.12.7.88,198.51.100.197,93.184.178.197,GET,2155,61840,63995,https://outlook.office365.com/,,outlook.office365.com,Webmail,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,CHEN-LT-37,m.chen,4,TCP_HIT
2024-03-14 08:18:10,1768,d.kim,Sales,HQ-SanFrancisco,10.12.7.23,198.51.100.169,93.184.133.208,GET,914,72961,73875,https://docs.google.com/,,docs.google.com,Web Based Productivity,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,KIM-LT-09,d.kim,91,TCP_MISS
2024-03-14 08:19:03,2135,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.136,93.184.19.72,GET,1107,59823,60930,https://linkedin.com/assets/app.js,,linkedin.com,Social Networking,Social,Business Use,Allowed,Allowed,301,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,OKAFOR-LT-16,j.okafor,41,TCP_MISS
2024-03-14 08:19:22,2740,a.rivera,Engineering,HQ-SanFrancisco,10.12.4.31,198.51.100.141,93.184.197.74,GET,1625,60612,62237,https://salesforce.com/search,,salesforce.com,Business Applications,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,RIVERA-LT-21,a.rivera,6,TCP_HIT
2024-03-14 08:19:44,2867,m.chen,Finance,HQ-SanFrancisco,10.12.7.88,198.51.100.68,93.184.61.134,GET,2193,14778,16971,https://linkedin.com/api/v2/items,,linkedin.com,Social Networking,Social,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,CHEN-LT-28,m.chen,46,TCP_MISS
2024-03-14 08:19:54,1976,s.patel,Marketing,HQ-SanFrancisco,10.12.4.102,198.51.100.177,93.184.247.209,GET,2361,18993,21354,https://outlook.office365.com/,,outlook.office365.com,Webmail,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,PATEL-LT-17,s.patel,53,TCP_MISS
2024-03-14 08:20:26,2483,d.kim,Sales,HQ-SanFrancisco,10.12.7.23,198.51.100.84,93.184.172.91,GET,2057,39845,41902,https://aws.amazon.com/,,aws.amazon.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,KIM-LT-04,d.kim,4,TCP_HIT
